,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
972,87.929276,11.665026,-117.382,0.4234486640089179,0.2651888297804068,0.5123753758224051,0,Default series,1,1,2e-06
974,294.0,124.00000800000001,-121.225,0.6820998414786512,0.4061869046226212,0.5075518062453108,0,Default series,1,1,2e-06
975,184.50676,55.991276,-126.001,0.5446685999065777,0.32082524689377495,0.5015571748895465,0,Default series,1,1,2e-06
976,210.0,126.61640200000001,-108.0,0.576666626678777,0.40947089070122955,0.5241512617896958,0,Default series,1,1,2e-06
977,93.924835,125.64398200000001,-121.113,0.43097403376954074,0.4082503506210427,0.507692383865044,0,Default series,1,1,2e-06
978,119.01709699999999,43.71756,-118.021,0.4624687700702636,0.30541980242448147,0.5115733302955346,0,Default series,1,1,2e-06
983,181.50238000000002,61.981163,-132.001,0.5408976303603819,0.3283434974020842,0.4940262309752698,0,Default series,1,1,2e-06
984,240.0,24.0,-153.416,0.6143213462501607,0.2806711626767504,0.46714703698789717,0,Default series,1,1,2e-06
985,99.936035,13.025939,-114.022,0.4385190354457908,0.26689698969294184,0.5165927044144001,0,Default series,1,1,2e-06
987,1.579969,150.0,-158.0,0.3150666993333074,0.4388209848765618,0.4613933958373897,0,Default series,1,1,2e-06
988,205.979965,357.90509,-159.489,0.5716208503257054,0.6997745802570045,0.45952446658933005,0,Default series,1,1,2e-06
990,66.761215,71.70530699999999,-122.022,0.3968794173147532,0.3405488279151426,0.506551445862031,0,Default series,1,1,2e-06
991,224.0,112.0,-153.055,0.5942388291454227,0.39112500675280915,0.4676001487800728,0,Default series,1,1,2e-06
993,161.993774,13.970532999999998,-168.326,0.5164112607550948,0.26808260376556886,0.4484326413609195,0,Default series,1,1,2e-06
994,165.979858,82.637863,-126.007,0.5214144232620274,0.3542709055944242,0.5015496439456323,0,Default series,1,1,2e-06
998,141.97468600000002,7.880075,-161.132,0.4912841559312664,0.26043812083052587,0.45746224311413725,0,Default series,1,1,2e-06
999,187.99383500000002,116.402061,-116.00200000000001,0.5490454276148904,0.3966502858358466,0.5141074929226888,0,Default series,1,1,2e-06
1000,169.941544,263.27108799999996,-108.021,0.5263869624406899,0.580994020016079,0.5241249034859958,0,Default series,1,1,2e-06
1001,177.987686,120.202049,-106.00399999999999,0.5364861364620743,0.40141986858633405,0.5266565557985119,0,Default series,1,1,2e-06
1002,51.994521999999996,225.97406,-161.52100000000002,0.378344894517696,0.534180382343211,0.4569739869170283,0,Default series,1,1,2e-06
1003,3.9979730000000004,40.906914,-172.00099999999998,0.3181016747513902,0.3018919995263338,0.443819938213425,0,Default series,1,1,2e-06
1004,35.955803,5.888916,-154.016,0.3582137789767219,0.2579389030382913,0.4663939425964695,0,Default series,1,1,2e-06
1006,92.539948,125.655746,-146.026,0.42923578271543894,0.40826511629174395,0.47642264957564795,0,Default series,1,1,2e-06
1007,111.39776599999999,131.62088,-126.02799999999999,0.4529053109993786,0.4157522978909348,0.5015232856419324,0,Default series,1,1,2e-06
1008,127.86093899999999,269.612274,-141.86700000000002,0.47356918308505114,0.5889532060354119,0.4816428488655608,0,Default series,1,1,2e-06
1009,91.94079599999999,13.361629,-106.021,0.4284837526974178,0.2673183334533724,0.5266352181240881,0,Default series,1,1,2e-06
1010,66.042778,61.69275699999999,-126.023,0.3959776658559296,0.32798150250032737,0.5015295614285276,0,Default series,1,1,2e-06
1011,56.981449,25.707552,-154.02200000000002,0.3846042724412947,0.28281440906720223,0.4663864116525552,0,Default series,1,1,2e-06
1012,134.218857,57.779281999999995,-156.016,0.48154937039664625,0.32306947571117334,0.46388362795837723,0,Default series,1,1,2e-06
1013,1.999639,51.641457,-100.0,0.3155934512053915,0.31536553973939907,0.5341925203420648,0,Default series,1,1,2e-06
1014,9.995716999999999,64.561775,-158.002,0.3256297870307552,0.33158257144150244,0.4613908855227516,0,Default series,1,1,2e-06
1015,125.927467,151.656479,-145.484,0.47114237155308036,0.44090012661725797,0.477102944842571,0,Default series,1,1,2e-06
1017,267.573914,56.0,-146.0,0.648930946222009,0.32083619688622633,0.4764552836659432,0,Default series,1,1,2e-06
1018,167.988525,69.19569399999999,-160.004,0.5239356163486039,0.3373988687902193,0.4588780605700213,0,Default series,1,1,2e-06
1019,182.579102,101.958023,-132.003,0.5422490858592598,0.3785207458235663,0.49402372066063177,0,Default series,1,1,2e-06
1020,228.0,51.947983,-82.0,0.5992594584216072,0.315750278091777,0.556785352084895,0,Default series,1,1,2e-06
1021,88.43175500000001,123.665504,-146.025,0.4240793542034349,0.40576704947877096,0.47642390473296703,0,Default series,1,1,2e-06
1023,65.941887,85.724739,-149.648,0.3958510317788537,0.35814542059881205,0.47187646976606296,0,Default series,1,1,2e-06
1024,232.817245,28.0,-114.0,0.6053058587409955,0.2856917919529349,0.5166203178754191,0,Default series,1,1,2e-06
1025,167.96933,149.104324,-148.011,0.5239115236038647,0.4376967705896678,0.47393116229734145,0,Default series,1,1,2e-06
1026,270.05429100000003,174.0,-154.0,0.6520442095675527,0.4689447605336687,0.4664140251135742,0,Default series,1,1,2e-06
1027,272.0,366.0,-154.533,0.6544863804596366,0.7099349657905241,0.4657450262625226,0,Default series,1,1,2e-06
1028,115.92473600000001,90.506599,-128.026,0.4585873705279809,0.3641474071764659,0.49901548131847817,0,Default series,1,1,2e-06
1030,10.50591,59.986198,-104.001,0.32627015950883126,0.32583950248109333,0.5291706359085613,0,Default series,1,1,2e-06
1031,69.954285,163.067978,-118.016,0.40088722249547976,0.4552233531083955,0.5115796060821298,0,Default series,1,1,2e-06
1032,208.0,4.5540769999999995,-140.0,0.5741563120406847,0.2562634700976931,0.4839862275802199,0,Default series,1,1,2e-06
1033,268.0,122.43238799999999,-104.0,0.6494657511834521,0.40421929490613806,0.5291718910658803,0,Default series,1,1,2e-06
1034,171.997253,18.186943,-160.001,0.528967200637869,0.2733748616371681,0.4588818260419784,0,Default series,1,1,2e-06
1035,159.98173500000001,63.913517000000006,-158.691,0.5138858352780385,0.33076890566817224,0.46052608212992885,0,Default series,1,1,2e-06
1036,176.547897,107.927917,-134.005,0.5346789747608423,0.38601390197159585,0.4915108957079014,0,Default series,1,1,2e-06
1037,67.93425,23.688597,-116.977,0.3983517607805004,0.2802803029221275,0.5128837145366187,0,Default series,1,1,2e-06
1040,0.270011,84.0,-96.0,0.31342249596196436,0.35598060181951774,0.5392131496182493,0,Default series,1,1,2e-06
1041,276.0,193.45114099999998,-134.0,0.659507009735821,0.49335900252361675,0.49151717149449664,0,Default series,1,1,2e-06
1044,83.939644,53.714146,-104.33,0.4184410482038173,0.31796709050785543,0.5287576891505951,0,Default series,1,1,2e-06
1046,147.98005700000002,17.905533,-163.59799999999998,0.4988218412955037,0.27302164781601534,0.45436702516536953,0,Default series,1,1,2e-06
1047,253.45576499999999,46.0,-126.0,0.6312104481732752,0.3082846236957651,0.5015584300468656,0,Default series,1,1,2e-06
1048,137.965302,33.835663000000004,-161.526,0.48625174825879997,0.2930164670788716,0.4569677111304331,0,Default series,1,1,2e-06
1049,163.981628,77.459106,-114.006,0.5189063302523899,0.3477707508423129,0.5166127869315048,0,Default series,1,1,2e-06
1050,79.93689,118.666611,-150.02200000000002,0.4134169622243762,0.39949265234269254,0.47140704092873964,0,Default series,1,1,2e-06
1052,1.9997599999999998,90.574173,-124.0,0.3155936030794271,0.3642322231771431,0.5040687446849579,0,Default series,1,1,2e-06
1053,230.0,102.89720200000001,-144.0,0.6017697730596994,0.37969956321931075,0.4789655983040354,0,Default series,1,1,2e-06
1054,274.0,22.0,-155.63299999999998,0.6569966950977288,0.27816084803865815,0.46436435321157193,0,Default series,1,1,2e-06
1055,51.951149,35.768627,-163.18200000000002,0.378290454579297,0.2954426409909242,0.4548891706100927,0,Default series,1,1,2e-06
1057,111.104477,35.690647,-156.023,0.4525371871644329,0.29534476382318503,0.4638748418571439,0,Default series,1,1,2e-06
1059,65.943405,51.731953000000004,-110.48100000000001,0.395852937107664,0.3154791264561435,0.5210372164811423,0,Default series,1,1,2e-06
1060,284.0,98.0,-104.691,0.66954826828819,0.37355280428616344,0.5283045773584194,0,Default series,1,1,2e-06
1061,51.949749,25.762001,-164.822,0.37828869735905035,0.28288275112806704,0.4528307126068571,0,Default series,1,1,2e-06
1062,167.991882,37.961533,-154.547,0.5239398299117238,0.2981950830068044,0.465727454060056,0,Default series,1,1,2e-06
1064,183.258301,53.99110400000001,-150.001,0.5431015874551987,0.31831471636862385,0.47143339923243965,0,Default series,1,1,2e-06
1066,147.980408,15.907189,-163.572,0.4988222818557227,0.27051341171844345,0.4543996592556647,0,Default series,1,1,2e-06
1067,111.917274,268.973022,-135.97899999999998,0.45355737526788165,0.5881508442088971,0.4890332151601044,0,Default series,1,1,2e-06
1068,264.0,127.954697,-132.0,0.6444451219072675,0.41115066146552237,0.4940274861325889,0,Default series,1,1,2e-06
1069,65.932159,27.678690000000003,-155.506,0.395838821608454,0.28528849735475226,0.46452375819109076,0,Default series,1,1,2e-06
1070,149.958893,101.920647,-116.014,0.5013055917840956,0.37847383306360965,0.5140924310348602,0,Default series,1,1,2e-06
1071,1.99993,99.576233,-144.0,0.31559381645617135,0.37553122467263544,0.4789655983040354,0,Default series,1,1,2e-06
1072,-0.001493,56.546566000000006,-128.001,0.31308171572921406,0.32152222320146806,0.49904686025145434,0,Default series,1,1,2e-06
1073,266.0,80.0,-155.20600000000002,0.6469554365453598,0.3509599725433332,0.46490030538680455,0,Default series,1,1,2e-06
1074,3.998211,58.856091000000006,-114.001,0.3181019734788321,0.3244210404087381,0.5166190627181,0,Default series,1,1,2e-06
1075,95.927544,123.29746999999999,-114.025,0.4334877486288103,0.40530510891001315,0.516588938942443,0,Default series,1,1,2e-06
1076,137.939056,149.71133400000002,-107.729,0.4862188053998043,0.438458663633902,0.5244914094231573,0,Default series,1,1,2e-06
1077,188.459488,47.998573,-124.0,0.5496298953859762,0.310793147224363,0.5040687446849579,0,Default series,1,1,2e-06
1078,79.928787,1.6627189999999998,-118.382,0.4134067916846199,0.2526343609420105,0.511120218503359,0,Default series,1,1,2e-06
1079,61.95150400000001,75.770302,-162.741,0.3908424733506065,0.3456510361412785,0.45544269498779205,0,Default series,1,1,2e-06
1080,107.50363200000001,37.654808,-146.026,0.44801756020793226,0.29781009487811994,0.47642264957564795,0,Default series,1,1,2e-06
1083,60.391453000000006,27.680934999999998,-146.024,0.3888843639198713,0.2852913151829335,0.47642515989028605,0,Default series,1,1,2e-06
1084,62.96544300000001,51.700882,-150.02200000000002,0.3921151263075228,0.31544012746308336,0.47140704092873964,0,Default series,1,1,2e-06
1085,110.892075,31.736867999999998,-108.02,0.4522705892395529,0.2903821491734441,0.5241261586433149,0,Default series,1,1,2e-06
1086,71.935295,79.46171600000001,-120.023,0.4033737016960833,0.35028434144100784,0.5090605053428043,0,Default series,1,1,2e-06
1087,33.999077,225.995636,-136.632,0.3557577800164541,0.5342074636175267,0.48821359743076725,0,Default series,1,1,2e-06
1088,266.838043,360.0,-152.0,0.6480073123504853,0.7024040218762474,0.4689243397516665,0,Default series,1,1,2e-06
1089,280.0,85.562386,-120.0,0.6645276390120055,0.35794164204259293,0.5090893739611424,0,Default series,1,1,2e-06
1090,17.99918,132.114151,-162.0,0.33567539219292,0.416371430596858,0.45637276656120523,0,Default series,1,1,2e-06
1092,133.93833899999998,103.707985,-143.075,0.48119727617582203,0.3807172234359189,0.4801266188241531,0,Default series,1,1,2e-06
1093,73.939362,33.712811,-168.80700000000002,0.4058891210589921,0.2928622684919121,0.44782891069045827,0,Default series,1,1,2e-06
1094,195.769455,157.500076,-101.86399999999999,0.5588050539680118,0.44823476016136393,0.5318529070993628,0,Default series,1,1,2e-06
1096,173.929733,357.949615,-98.0247,0.5313927670537791,0.699830466136635,0.5366718325943766,0,Default series,1,1,2e-06
1097,167.966324,149.84051499999998,-139.215,0.5239077506009636,0.4386208061115337,0.4849715260756711,0,Default series,1,1,2e-06
1098,292.0,60.0,-151.71,0.679589526840559,0.3258568261624108,0.4692883353741898,0,Default series,1,1,2e-06
1100,107.051796,21.665367,-130.025,0.4474504349455237,0.27774083097951385,0.496506421837705,0,Default series,1,1,2e-06
1101,133.959778,37.809521000000004,-160.972,0.48122418549358503,0.2980042840324216,0.45766306828518466,0,Default series,1,1,2e-06
1102,139.964172,95.830338,-170.86900000000003,0.48876064456912166,0.37082953714700717,0.44524077629858516,0,Default series,1,1,2e-06
1103,113.92031899999999,156.99649,-122.02799999999999,0.4560715118600104,0.44760268050769475,0.5065439149181168,0,Default series,1,1,2e-06
1104,274.0,76.0,-156.643,0.6569966950977288,0.34593934326714876,0.4630966443193353,0,Default series,1,1,2e-06
1105,95.93602800000001,12.888081,-112.022,0.4334983973835051,0.2667239562152528,0.5191030190524923,0,Default series,1,1,2e-06
1106,69.940712,67.7799,-112.021,0.40087018624518833,0.3356218245888577,0.5191042742098113,0,Default series,1,1,2e-06
1107,246.0,273.204987,-130.0,0.6218522901644373,0.5934626260525941,0.4965378007706811,0,Default series,1,1,2e-06
1108,230.0,14.0,-118.294,0.6017697730596994,0.2681195894862892,0.511230672347435,0,Default series,1,1,2e-06
1109,252.0,73.283829,-158.0,0.6293832340787141,0.3425301213567179,0.4613933958373897,0,Default series,1,1,2e-06
1110,3.9998339999999994,61.999218000000006,-96.2948,0.31810401059916094,0.3283661592674796,0.5388431292405945,0,Default series,1,1,2e-06
1111,244.0,139.033401,-142.0,0.6193419755263452,0.4250561778766679,0.48147591294212766,0,Default series,1,1,2e-06
1112,274.610138,158.0,-112.0,0.657762514274057,0.4488622434289308,0.5191306325135113,0,Default series,1,1,2e-06
1113,260.0,63.523212,-158.0,0.639424492631083,0.33027901149076194,0.4613933958373897,0,Default series,1,1,2e-06
1114,248.0,22.0,-159.475,0.6243626048025296,0.27816084803865815,0.45954203879179667,0,Default series,1,1,2e-06
1117,203.999725,141.998734,-97.6675,0.5691353375962376,0.4287781372950269,0.5371201747887399,0,Default series,1,1,2e-06
1118,173.992798,78.24501,-104.00299999999999,0.5314719235501049,0.34875718399998046,0.5291681255939231,0,Default series,1,1,2e-06
1119,103.927208,85.146309,-154.026,0.4435285854483201,0.35741939995075617,0.466381391023279,0,Default series,1,1,2e-06
1120,274.0,160.0,-108.45700000000001,0.6569966950977288,0.451372558067023,0.5235776548948917,0,Default series,1,1,2e-06
1121,65.109138,47.719584999999995,-114.021,0.3948058007765754,0.310442973394237,0.5165939595717192,0,Default series,1,1,2e-06
1122,271.12435899999997,44.0,-142.0,0.6533873132496296,0.3057743090576729,0.48147591294212766,0,Default series,1,1,2e-06
1123,0.38937,57.991924,-140.001,0.3135723102844084,0.32333637487380995,0.48398497242290084,0,Default series,1,1,2e-06
1124,109.93715700000001,19.702354,-158.346,0.451072016922764,0.2752769408451812,0.46095911140499973,0,Default series,1,1,2e-06
1125,129.9319,117.677444,-141.903,0.4761685649416602,0.3982510921428836,0.48159766320207514,0,Default series,1,1,2e-06
1126,59.948315,59.755203,-161.401,0.3883281560158238,0.32554956741618024,0.45712460579531383,0,Default series,1,1,2e-06
1127,69.137886,41.655922,-134.026,0.3998625133153678,0.30283212239955787,0.49148453740420145,0,Default series,1,1,2e-06
1128,87.943687,37.733295,-100.85,0.4234667520810427,0.29790860841061995,0.5331256366208756,0,Default series,1,1,2e-06
1129,127.95138500000002,45.239407,-160.017,0.47368270704392956,0.3073299598249999,0.4588617435248737,0,Default series,1,1,2e-06
1130,199.100998,38.0,-136.0,0.5629866645481787,0.2982433651433961,0.4890068568564044,0,Default series,1,1,2e-06
1132,181.994598,75.97444200000001,-136.981,0.5415154413856481,0.3459072639563886,0.48777554752642016,0,Default series,1,1,2e-06
1133,247.18768300000002,26.0,-102.0,0.6233430191745941,0.28318147731484267,0.5316822057039725,0,Default series,1,1,2e-06
1134,111.564034,47.662403000000005,-146.025,0.45311400349650177,0.31037120098841936,0.47642390473296703,0,Default series,1,1,2e-06
1138,234.000015,30.0,-78.8438,0.6067904211632437,0.2882021065910272,0.5607468796152684,0,Default series,1,1,2e-06
1139,263.66107200000005,52.0,-156.0,0.644019713947438,0.3158155676100418,0.46390371047548196,0,Default series,1,1,2e-06
1141,286.0,161.38493300000002,-134.0,0.6720585829262823,0.4531108668583615,0.49151717149449664,0,Default series,1,1,2e-06
1142,212.0,45.364086,-128.0,0.5791769413168693,0.30748645158438115,0.49904811540877336,0,Default series,1,1,2e-06
1143,145.398087,91.831673,-164.012,0.4955810627524462,0.3658105835058436,0.4538473900352844,0,Default series,1,1,2e-06
1144,112.729134,31.688795000000002,-124.023,0.4545763872889224,0.2903218099956456,0.5040398760666198,0,Default series,1,1,2e-06
